bilheteunico;calldate;hora;tipo;app;origem;destino;duracao;billsec;duracaototal;
1703605042.3267;26/12/2023;12:37:22;IN;Agente;3503;Agente/607;16;32;48;
1703605046.3268;26/12/2023;12:37:27;IN;Agente;0215;Agente/610;12;30;42;
1703605063.3270;26/12/2023;12:37:43;IN;Agente;4023;Agente/632;30;43;73;
1703605066.3272;26/12/2023;12:37:46;IN;Agente;3702;Agente/616;31;12;43;
1703605073.3274;26/12/2023;12:37:53;IN;Agente;0909;Agente/601;20;15;35;
1703605074.3276;26/12/2023;12:37:55;IN;QUE;0207;VILLE-901;0;5;5;
1703605082.3278;26/12/2023;12:38:02;IN;Agente;0207;Agente/601;36;41;77;
1703605083.3279;26/12/2023;12:38:03;IN;Agente;4510;Agente/610;30;41;71;
1703605086.3280;26/12/2023;12:38:06;IN;Agente;4019;Agente/632;17;62;79;
1703605086.3281;26/12/2023;12:38:06;IN;Agente;0915;Agente/607;31;13;44;
1703605087.3283;26/12/2023;12:38:07;IN;Agente;4214;Agente/610;11;13;24;
1703605113.3287;26/12/2023;12:38:34;IN;Agente;3915;Agente/610;39;57;96;
1703605124.3290;26/12/2023;12:38:45;IN;Agente;0218;Agente/616;33;4;37;
1703605129.3292;26/12/2023;12:38:49;IN;Agente;1415;Agente/601;37;42;79;
1703605176.3296;26/12/2023;12:39:36;IN;Agente;0001;Agente/632;54;4;58;
1703605180.3298;26/12/2023;12:39:40;IN;Agente;2804;Agente/616;51;5;56;
1703605188.3300;26/12/2023;12:39:48;IN;QUE;4103;VILLE-900;0;2;2;
1703605191.3301;26/12/2023;12:39:52;IN;Agente;4103;Agente/601;31;25;56;
1703605212.3302;26/12/2023;12:40:12;IN;Agente;4002;Agente/610;9;11;20;
1703605227.3305;26/12/2023;12:40:27;IN;Agente;3201;Agente/610;55;16;71;
1703605239.3306;26/12/2023;12:40:39;IN;Agente;3421;Agente/632;25;12;37;
1703605252.3309;26/12/2023;12:40:53;IN;Agente;3918;Agente/616;40;2;42;
1703605252.3310;26/12/2023;12:40:53;IN;Agente;4012;Agente/601;0;2;2;
1703605261.3313;26/12/2023;12:41:01;IN;Agente;4012;Agente/601;22;2;24;
1703605262.3315;26/12/2023;12:41:03;IN;Agente;0920;Agente/632;33;28;61;
1703605263.3316;26/12/2023;12:41:03;IN;Agente;4007;Agente/601;23;42;65;
1703605313.3319;26/12/2023;12:41:53;IN;Agente;3509;Agente/616;30;2;32;
1703605319.3321;26/12/2023;12:41:59;IN;Agente;4406;Agente/610;11;5;16;
1703605325.3323;26/12/2023;12:42:05;IN;Agente;1217;Agente/601;21;13;34;
1703605332.3324;26/12/2023;12:42:12;IN;Agente;3102;Agente/632;33;11;44;
1703605358.3327;26/12/2023;12:42:38;IN;Agente;2020;Agente/610;72;3;75;
1703605358.3328;26/12/2023;12:42:39;IN;Agente;4414;Agente/616;31;3;34;
1703605365.3331;26/12/2023;12:42:46;IN;Agente;3506;Agente/601;16;3;19;
1703605377.3333;26/12/2023;12:42:57;IN;Agente;2215;Agente/632;33;12;45;
1703605391.3335;26/12/2023;12:43:11;IN;Agente;0203;Agente/601;15;4;19;
1703605395.3337;26/12/2023;12:43:15;IN;Agente;2405;Agente/616;19;11;30;
1703605395.3338;26/12/2023;12:43:16;IN;Agente;3509;Agente/601;28;27;55;
1703605405.3340;26/12/2023;12:43:26;IN;Agente;4412;Agente/632;17;27;44;
1703605426.3342;26/12/2023;12:43:46;IN;Agente;3607;Agente/616;20;10;30;
1703605439.3345;26/12/2023;12:44:00;IN;Agente;1004;Agente/610;18;12;30;
1703605457.3347;26/12/2023;12:44:18;IN;Agente;0212;Agente/601;28;3;31;
1703605469.3349;26/12/2023;12:44:30;IN;Agente;4516;Agente/632;26;4;30;
1703605492.3352;26/12/2023;12:44:53;IN;Agente;4513;Agente/616;18;4;22;
1703605495.3354;26/12/2023;12:44:56;IN;Agente;0212;Agente/610;13;3;16;
1703605511.3356;26/12/2023;12:45:11;IN;Agente;4014;Agente/601;25;3;28;
1703605512.3358;26/12/2023;12:45:13;IN;Agente;4021;Agente/632;15;3;18;
1703605514.3360;26/12/2023;12:45:15;IN;Agente;4517;Agente/610;11;11;22;
1703605529.3362;26/12/2023;12:45:29;IN;Agente;3511;Agente/616;6;5;11;
1703605541.3364;26/12/2023;12:45:42;IN;Agente;3511;Agente/632;19;3;22;
1703605547.3366;26/12/2023;12:45:48;IN;Agente;4115;Agente/610;21;3;24;
1703605558.3368;26/12/2023;12:45:59;IN;Agente;4515;Agente/601;12;3;15;
1703605559.3369;26/12/2023;12:45:59;IN;Agente;3516;Agente/632;34;18;52;
1703605562.3371;26/12/2023;12:46:03;IN;Agente;4518;Agente/616;19;4;23;
1703605571.3373;26/12/2023;12:46:11;IN;QUE;1115;VILLE-900;0;8;8;
1703605577.3375;26/12/2023;12:46:18;IN;Agente;3511;Agente/610;28;11;39;
1703605588.3377;26/12/2023;12:46:29;IN;Agente;3514;Agente/601;16;2;18;
1703605598.3379;26/12/2023;12:46:38;IN;Agente;2307;Agente/616;42;2;44;
1703605606.3381;26/12/2023;12:46:46;IN;Agente;4114;Agente/601;16;12;28;
1703605611.3382;26/12/2023;12:46:51;IN;Agente;3520;Agente/632;47;12;59;
1703605631.3385;26/12/2023;12:47:12;IN;Agente;1911;Agente/610;12;3;15;
1703605635.3387;26/12/2023;12:47:16;IN;Agente;4406;Agente/601;25;10;35;
1703605639.3388;26/12/2023;12:47:20;IN;Agente;3805;Agente/616;14;15;29;
1703605657.3391;26/12/2023;12:47:38;IN;Agente;2201;Agente/610;20;3;23;
1703605661.3393;26/12/2023;12:47:42;IN;Agente;4006;Agente/616;37;16;53;
1703605664.3394;26/12/2023;12:47:44;IN;Agente;4004;Agente/632;36;15;51;
1703605667.3395;26/12/2023;12:47:47;IN;Agente;4507;Agente/601;10;15;25;
1703605672.3396;26/12/2023;12:47:52;IN;Agente;2113;Agente/610;26;19;45;
1703605681.3400;26/12/2023;12:48:01;IN;Agente;3511;Agente/632;54;46;100;
1703605689.3402;26/12/2023;12:48:09;IN;Agente;2201;Agente/610;16;44;60;
1703605690.3403;26/12/2023;12:48:11;IN;Agente;0206;Agente/601;11;11;22;
1703605692.3404;26/12/2023;12:48:12;IN;Agente;3702;Agente/601;13;32;45;
1703605697.3405;26/12/2023;12:48:18;IN;QUE;4503;VILLE-900;0;18;18;
1703605699.3406;26/12/2023;12:48:19;IN;Agente;0426;Agente/616;13;28;41;
1703605734.3412;26/12/2023;12:48:54;IN;Agente;4217;Agente/601;15;10;25;
1703605739.3413;26/12/2023;12:49:00;IN;Agente;4021;Agente/610;46;27;73;
1703605771.3416;26/12/2023;12:49:33;INTERNO;SIP;VILLE-9952;VILLE-4217;21;3;24;
1703605777.3418;26/12/2023;12:49:37;IN;Agente;4513;Agente/632;39;29;68;
1703605792.3419;26/12/2023;12:49:52;IN;Agente;4006;Agente/601;25;13;38;
1703605835.3422;26/12/2023;12:50:35;IN;Agente;4409;Agente/610;15;3;18;
1703605838.3424;26/12/2023;12:50:39;IN;Agente;1809;Agente/604;10;3;13;
1703605838.3425;26/12/2023;12:50:39;IN;Agente;3607;Agente/616;10;4;14;
1703605840.3428;26/12/2023;12:50:41;IN;Agente;3606;Agente/601;51;3;54;
1703605855.3430;26/12/2023;12:50:55;IN;Agente;4409;Agente/632;19;11;30;
1703605855.3431;26/12/2023;12:50:56;IN;Agente;0420;Agente/610;24;12;36;
1703605869.3434;26/12/2023;12:51:10;IN;Agente;4211;Agente/604;9;3;12;
1703605872.3436;26/12/2023;12:51:12;IN;Agente;4115;Agente/616;28;15;43;
1703605885.3438;26/12/2023;12:51:26;IN;Agente;4004;Agente/604;12;11;23;
1703605889.3440;26/12/2023;12:51:30;IN;Agente;4214;Agente/632;41;11;52;
1703605902.3443;26/12/2023;12:51:42;IN;Agente;2113;Agente/610;12;3;15;
1703605905.3445;26/12/2023;12:51:45;IN;Agente;2215;Agente/601;33;3;36;
1703605923.3447;26/12/2023;12:52:04;IN;Agente;2603;Agente/604;9;3;12;
1703605932.3449;26/12/2023;12:52:13;IN;Agente;1812;Agente/616;24;3;27;
1703605937.3451;26/12/2023;12:52:17;IN;Agente;4515;Agente/610;65;5;70;
1703605940.3453;26/12/2023;12:52:20;IN;Agente;3602;Agente/601;14;11;25;
1703605945.3454;26/12/2023;12:52:25;IN;Agente;0004;Agente/604;32;3;35;
1703605962.3457;26/12/2023;12:52:43;IN;Agente;2117;Agente/632;33;3;36;
1703605967.3459;26/12/2023;12:52:47;IN;Agente;4114;Agente/616;70;3;73;
1703605985.3461;26/12/2023;12:53:06;IN;Agente;1813;Agente/604;13;3;16;
1703605987.3463;26/12/2023;12:53:07;IN;Agente;3302;Agente/601;27;4;31;
1703605988.3465;26/12/2023;12:53:08;IN;Agente;3820;Agente/604;12;27;39;
1703606009.3466;26/12/2023;12:53:30;IN;Agente;3601;Agente/632;18;3;21;
1703606018.3469;26/12/2023;12:53:38;IN;Agente;4015;Agente/610;13;4;17;
1703606030.3471;26/12/2023;12:53:50;IN;Agente;4217;Agente/601;26;3;29;
1703606031.3473;26/12/2023;12:53:51;IN;Agente;4218;Agente/632;15;19;34;
1703606040.3475;26/12/2023;12:54:00;IN;Agente;4507;Agente/601;38;30;68;
1703606041.3476;26/12/2023;12:54:01;IN;Agente;1806;Agente/610;14;4;18;
1703606046.3479;26/12/2023;12:54:07;IN;Agente;1405;Agente/604;13;2;15;
1703606054.3481;26/12/2023;12:54:15;IN;Agente;4018;Agente/616;14;3;17;
1703606062.3483;26/12/2023;12:54:22;IN;QUE;3812;VILLE-901;0;1;1;
1703606067.3485;26/12/2023;12:54:27;IN;Agente;3812;Agente/610;20;4;24;
1703606070.3487;26/12/2023;12:54:30;IN;Agente;3918;Agente/604;16;2;18;
1703606072.3489;26/12/2023;12:54:33;IN;QUE;0907;VILLE-900;0;3;3;
1703606076.3490;26/12/2023;12:54:36;IN;Agente;3917;Agente/632;25;4;29;
1703606078.3492;26/12/2023;12:54:39;IN;Agente;0907;Agente/604;10;17;27;
1703606083.3493;26/12/2023;12:54:44;IN;Agente;2113;Agente/616;20;4;24;
1703606093.3495;26/12/2023;12:54:54;IN;Agente;3801;Agente/610;21;11;32;
1703606096.3497;26/12/2023;12:54:57;IN;Agente;0418;Agente/604;26;18;44;
1703606121.3500;26/12/2023;12:55:21;IN;Agente;0922;Agente/632;15;3;18;
1703606123.3502;26/12/2023;12:55:23;IN;Agente;3609;Agente/601;13;2;15;
1703606131.3504;26/12/2023;12:55:32;IN;Agente;4517;Agente/610;31;13;44;
1703606144.3506;26/12/2023;12:55:45;IN;QUE;0206;VILLE-900;0;1;1;
1703606146.3508;26/12/2023;12:55:47;IN;Agente;4021;Agente/632;8;4;12;
1703606148.3510;26/12/2023;12:55:49;IN;Agente;0206;Agente/604;24;3;27;
1703606150.3512;26/12/2023;12:55:50;IN;Agente;1818;Agente/616;11;2;13;
1703606151.3514;26/12/2023;12:55:52;IN;Agente;0416;Agente/601;60;4;64;
1703606160.3516;26/12/2023;12:56:01;IN;Agente;4021;Agente/616;24;18;42;
1703606178.3521;26/12/2023;12:56:18;IN;Agente;3904;Agente/632;18;3;21;
1703606185.3523;26/12/2023;12:56:25;IN;Agente;1903;Agente/610;16;4;20;
1703606198.3525;26/12/2023;12:56:39;IN;Agente;3820;Agente/604;23;3;26;
1703606216.3527;26/12/2023;12:56:57;IN;Agente;1507;Agente/632;31;4;35;
1703606238.3529;26/12/2023;12:57:18;IN;Agente;2103;Agente/601;22;2;24;
1703606244.3531;26/12/2023;12:57:24;IN;Agente;0205;Agente/604;9;4;13;
1703606273.3533;26/12/2023;12:57:53;IN;Agente;1004;Agente/616;34;3;37;
1703606282.3535;26/12/2023;12:58:03;IN;Agente;2414;Agente/610;32;3;35;
1703606290.3537;26/12/2023;12:58:10;IN;Agente;3606;Agente/632;21;3;24;
1703606303.3539;26/12/2023;12:58:24;IN;Agente;1806;Agente/604;11;3;14;
1703606331.3541;26/12/2023;12:58:51;IN;Agente;3609;Agente/601;11;4;15;
1703606343.3543;26/12/2023;12:59:03;IN;Agente;1902;Agente/616;21;3;24;
1703606349.3545;26/12/2023;12:59:10;IN;Agente;4014;Agente/632;18;3;21;
1703606376.3547;26/12/2023;12:59:37;IN;Agente;4219;Agente/610;9;4;13;
1703606386.3549;26/12/2023;12:59:47;IN;Agente;4409;Agente/604;11;3;14;
1703606394.3551;26/12/2023;12:59:54;IN;Agente;3404;Agente/601;10;3;13;
1703606394.3552;26/12/2023;12:59:54;IN;Agente;3910;Agente/616;15;4;19;
1703606409.3555;26/12/2023;13:00:09;IN;Agente;1904;Agente/632;22;3;25;
1703606430.3557;26/12/2023;13:00:31;IN;Agente;4404;Agente/610;20;4;24;
1703606433.3559;26/12/2023;13:00:33;IN;Agente;0420;Agente/604;9;3;12;
1703606437.3561;26/12/2023;13:00:38;IN;Agente;4201;Agente/601;10;3;13;
1703606449.3563;26/12/2023;13:00:50;IN;Agente;1904;Agente/616;12;4;16;
1703606450.3564;26/12/2023;13:00:50;IN;Agente;4111;Agente/632;11;4;15;
1703606468.3567;26/12/2023;13:01:09;IN;Agente;0205;Agente/610;27;4;31;
1703606473.3569;26/12/2023;13:01:13;IN;Agente;0009;Agente/604;13;3;16;
1703606477.3571;26/12/2023;13:01:18;IN;Agente;1410;Agente/601;56;2;58;
1703606493.3573;26/12/2023;13:01:34;IN;Agente;3708;Agente/616;10;4;14;
1703606504.3575;26/12/2023;13:01:44;IN;Agente;4511;Agente/632;15;4;19;
1703606507.3577;26/12/2023;13:01:48;IN;Agente;4407;Agente/610;15;4;19;
1703606516.3579;26/12/2023;13:01:57;IN;Agente;0204;Agente/604;9;3;12;
1703606520.3581;26/12/2023;13:02:00;IN;Agente;1910;Agente/616;17;3;20;
1703606525.3583;26/12/2023;13:02:05;IN;Agente;0409;Agente/632;38;11;49;
1703606526.3584;26/12/2023;13:02:06;IN;Agente;1220;Agente/604;34;13;47;
1703606528.3585;26/12/2023;13:02:08;IN;Agente;4516;Agente/610;16;13;29;
1703606530.3586;26/12/2023;13:02:11;IN;Agente;0910;Agente/601;44;15;59;
1703606537.3589;26/12/2023;13:02:18;IN;Agente;1911;Agente/610;36;28;64;
1703606591.3593;26/12/2023;13:03:12;IN;Agente;1903;Agente/616;23;3;26;
1703606594.3595;26/12/2023;13:03:14;IN;Agente;0911;Agente/632;18;3;21;
1703606595.3597;26/12/2023;13:03:15;IN;Agente;1213;Agente/604;14;5;19;
1703606606.3599;26/12/2023;13:03:26;IN;Agente;0905;Agente/601;14;2;16;
1703606620.3601;26/12/2023;13:03:41;IN;Agente;0418;Agente/610;17;3;20;
1703606638.3603;26/12/2023;13:03:58;IN;Agente;4508;Agente/632;43;4;47;
1703606640.3605;26/12/2023;13:04:00;IN;Agente;2020;Agente/604;12;3;15;
1703606646.3607;26/12/2023;13:04:06;IN;Agente;0419;Agente/616;15;4;19;
1703606652.3609;26/12/2023;13:04:12;IN;Agente;4219;Agente/601;36;5;41;
1703606656.3611;26/12/2023;13:04:17;IN;Agente;1109;Agente/610;13;3;16;
1703606676.3613;26/12/2023;13:04:36;IN;Agente;2307;Agente/604;14;3;17;
1703606685.3615;26/12/2023;13:04:45;IN;Agente;3401;Agente/616;14;5;19;
1703606696.3617;26/12/2023;13:04:57;IN;Agente;4406;Agente/610;26;3;29;
1703606697.3618;26/12/2023;13:04:57;IN;Agente;1213;Agente/632;19;5;24;
1703606708.3621;26/12/2023;13:05:09;IN;Agente;9801;Agente/601;84;2;86;
1703606724.3623;26/12/2023;13:05:24;IN;Agente;4416;Agente/604;10;3;13;
1703606726.3625;26/12/2023;13:05:27;IN;Agente;0422;Agente/616;15;3;18;
1703606731.3627;26/12/2023;13:05:31;IN;Agente;0214;Agente/632;19;4;23;
1703606735.3629;26/12/2023;13:05:36;IN;Agente;0410;Agente/610;19;4;23;
1703606743.3631;26/12/2023;13:05:43;IN;Agente;4023;Agente/604;13;3;16;
1703606747.3633;26/12/2023;13:05:48;IN;Agente;2006;Agente/616;16;10;26;
1703606748.3634;26/12/2023;13:05:49;IN;Agente;1911;Agente/632;27;16;43;
1703606757.3636;26/12/2023;13:05:58;IN;Agente;0418;Agente/604;10;10;20;
1703606768.3639;26/12/2023;13:06:08;IN;Agente;1906;Agente/616;10;12;22;
1703606768.3640;26/12/2023;13:06:08;IN;Agente;4408;Agente/604;15;17;32;
1703606775.3641;26/12/2023;13:06:16;IN;Agente;4403;Agente/610;13;2;15;
1703606782.3644;26/12/2023;13:06:23;IN;Agente;4023;Agente/616;17;14;31;
1703606790.3646;26/12/2023;13:06:30;IN;Agente;0409;Agente/601;17;16;33;
1703606796.3648;26/12/2023;13:06:37;IN;Agente;0905;Agente/632;17;3;20;
1703606800.3650;26/12/2023;13:06:40;IN;Agente;4413;Agente/610;23;12;35;
1703606815.3653;26/12/2023;13:06:56;IN;Agente;0408;Agente/604;24;4;28;
1703606820.3655;26/12/2023;13:07:00;IN;Agente;4116;Agente/601;26;18;44;
1703606841.3658;26/12/2023;13:07:22;IN;Agente;4414;Agente/616;36;2;38;
1703606842.3659;26/12/2023;13:07:22;IN;Agente;4212;Agente/632;30;3;33;
1703606843.3662;26/12/2023;13:07:23;IN;Agente;4407;Agente/604;12;12;24;
1703606848.3663;26/12/2023;13:07:28;IN;Agente;1115;Agente/610;20;4;24;
1703606856.3666;26/12/2023;13:07:36;IN;Agente;1803;Agente/601;22;17;39;
1703606859.3667;26/12/2023;13:07:39;IN;Agente;0211;Agente/604;16;17;33;
1703606860.3668;26/12/2023;13:07:40;IN;Agente;2209;Agente/610;4;29;33;
1703606900.3672;26/12/2023;13:08:20;IN;Agente;2209;Agente/632;48;4;52;
1703606905.3674;26/12/2023;13:08:25;IN;Agente;4208;Agente/616;14;4;18;
1703606930.3676;26/12/2023;13:08:50;IN;Agente;4201;Agente/610;37;4;41;
1703606935.3678;26/12/2023;13:08:56;IN;Agente;2309;Agente/604;14;4;18;
1703606946.3680;26/12/2023;13:09:06;IN;Agente;4505;Agente/601;13;3;16;
1703606950.3682;26/12/2023;13:09:11;IN;Agente;3421;Agente/616;12;3;15;
1703606960.3684;26/12/2023;13:09:21;IN;Agente;3602;Agente/601;14;39;53;
1703606961.3685;26/12/2023;13:09:22;IN;Agente;0402;Agente/604;52;3;55;
1703606968.3688;26/12/2023;13:09:28;IN;Agente;4509;Agente/604;31;63;94;
1703606975.3691;26/12/2023;13:09:36;IN;Agente;4511;Agente/632;37;5;42;
1703606976.3692;26/12/2023;13:09:37;IN;Agente;3903;Agente/601;12;2;14;
1703606978.3695;26/12/2023;13:09:38;IN;Agente;4201;Agente/616;21;3;24;
1703606982.3698;26/12/2023;13:09:42;IN;Agente;1906;Agente/601;70;43;113;
1703606984.3699;26/12/2023;13:09:45;IN;Agente;3902;Agente/610;36;3;39;
1703606995.3702;26/12/2023;13:09:56;IN;Agente;3903;Agente/610;12;42;54;
1703607004.3705;26/12/2023;13:10:04;IN;Agente;3601;Agente/611;50;60;110;
1703607021.3706;26/12/2023;13:10:22;IN;Agente;4219;Agente/616;20;3;23;
1703607030.3710;26/12/2023;13:10:30;IN;Agente;2106;Agente/632;21;4;25;
1703607053.3713;26/12/2023;13:10:53;IN;Agente;4209;Agente/616;17;3;20;
1703607053.3714;26/12/2023;13:10:54;IN;Agente;1913;Agente/610;22;12;34;
1703607054.3716;26/12/2023;13:10:55;IN;Agente;4204;Agente/616;16;28;44;
1703607054.3717;26/12/2023;13:10:55;IN;Agente;2114;Agente/604;10;16;26;
1703607064.3721;26/12/2023;13:11:05;IN;Agente;1004;Agente/631;35;25;60;
1703607066.3722;26/12/2023;13:11:07;IN;Agente;2703;Agente/604;6;25;31;
1703607073.3724;26/12/2023;13:11:13;IN;Agente;2405;Agente/610;12;26;38;
1703607074.3725;26/12/2023;13:11:15;IN;Agente;4211;Agente/613;33;3;36;
1703607083.3728;26/12/2023;13:11:24;IN;QUE;3611;VILLE-901;0;7;7;
1703607085.3729;26/12/2023;13:11:25;IN;Agente;4104;Agente/616;18;28;46;
1703607089.3731;26/12/2023;13:11:30;IN;Agente;1813;Agente/604;12;18;30;
1703607095.3733;26/12/2023;13:11:36;IN;Agente;4506;Agente/610;12;25;37;
1703607095.3734;26/12/2023;13:11:36;IN;Agente;4505;Agente/611;17;31;48;
1703607102.3737;26/12/2023;13:11:42;IN;Agente;3613;Agente/604;13;25;38;
1703607106.3739;26/12/2023;13:11:47;IN;Agente;4213;Agente/613;20;25;45;
1703607111.3741;26/12/2023;13:11:52;IN;Agente;2703;Agente/631;23;27;50;
1703607133.3746;26/12/2023;13:12:13;IN;Agente;0408;Agente/616;13;11;24;
1703607133.3747;26/12/2023;13:12:13;IN;Agente;4221;Agente/604;24;13;37;
1703607135.3748;26/12/2023;13:12:15;IN;Agente;2706;Agente/610;29;16;45;
1703607155.3753;26/12/2023;13:12:36;IN;Agente;3606;Agente/611;16;2;18;
1703607155.3754;26/12/2023;13:12:36;IN;Agente;2708;Agente/613;1;11;12;
1703607180.3757;26/12/2023;13:13:01;IN;Agente;2016;Agente/604;11;2;13;
1703607185.3759;26/12/2023;13:13:05;IN;Agente;2309;Agente/616;15;3;18;
1703607191.3761;26/12/2023;13:13:11;IN;Agente;2405;Agente/610;16;3;19;
1703607191.3762;26/12/2023;13:13:12;IN;Agente;4104;Agente/631;13;4;17;
1703607196.3765;26/12/2023;13:13:16;IN;Agente;0007;Agente/613;20;4;24;
1703607197.3767;26/12/2023;13:13:17;IN;Agente;1803;Agente/611;6;5;11;
1703607219.3769;26/12/2023;13:13:40;IN;Agente;1803;Agente/610;77;4;81;
1703607224.3771;26/12/2023;13:13:45;IN;Agente;0014;Agente/604;11;3;14;
1703607256.3773;26/12/2023;13:14:17;IN;Agente;4510;Agente/616;17;3;20;
1703607258.3775;26/12/2023;13:14:18;IN;Agente;2606;Agente/611;13;4;17;
1703607280.3777;26/12/2023;13:14:41;IN;Agente;2109;Agente/631;10;3;13;
1703607281.3778;26/12/2023;13:14:41;IN;Agente;3918;Agente/613;35;3;38;
1703607284.3781;26/12/2023;13:14:45;IN;Agente;4409;Agente/611;40;2;42;
1703607291.3783;26/12/2023;13:14:51;IN;Agente;4216;Agente/604;13;4;17;
1703607292.3785;26/12/2023;13:14:53;IN;Agente;2609;Agente/616;11;3;14;
1703607293.3786;26/12/2023;13:14:53;IN;Agente;4218;Agente/631;26;12;38;
1703607314.3789;26/12/2023;13:15:15;IN;Agente;0421;Agente/610;33;3;36;
1703607321.3791;26/12/2023;13:15:22;IN;Agente;1813;Agente/616;64;4;68;
1703607325.3793;26/12/2023;13:15:25;IN;Agente;1806;Agente/604;12;2;14;
1703607327.3795;26/12/2023;13:15:28;IN;Agente;0217;Agente/613;39;10;49;
1703607328.3796;26/12/2023;13:15:28;IN;Agente;4410;Agente/611;26;11;37;
1703607329.3797;26/12/2023;13:15:29;IN;Agente;4103;Agente/631;15;13;28;
1703607330.3798;26/12/2023;13:15:30;IN;Agente;4507;Agente/631;20;42;62;
1703607330.3799;26/12/2023;13:15:31;IN;Agente;4412;Agente/604;16;45;61;
1703607340.3803;26/12/2023;13:15:41;IN;Agente;4414;Agente/604;11;12;23;
1703607341.3804;26/12/2023;13:15:42;IN;Agente;1004;Agente/611;13;41;54;
1703607356.3806;26/12/2023;13:15:57;IN;Agente;4116;Agente/613;17;41;58;
1703607359.3807;26/12/2023;13:16:00;IN;Agente;0420;Agente/610;33;11;44;
1703607367.3808;26/12/2023;13:16:07;IN;Agente;4023;Agente/616;15;32;47;
1703607384.3813;26/12/2023;13:16:25;IN;Agente;4502;Agente/631;17;16;33;
1703607388.3814;26/12/2023;13:16:29;IN;Agente;2604;Agente/604;29;13;42;
1703607411.3819;26/12/2023;13:16:52;IN;Agente;1818;Agente/611;45;3;48;
1703607421.3821;26/12/2023;13:17:01;IN;Agente;3917;Agente/607;41;5;46;
1703607424.3823;26/12/2023;13:17:04;IN;Agente;4501;Agente/610;28;4;32;
1703607429.3825;26/12/2023;13:17:09;IN;Agente;4512;Agente/604;26;10;36;
1703607433.3826;26/12/2023;13:17:14;IN;Agente;4214;Agente/616;13;1;14;
1703607433.3827;26/12/2023;13:17:14;IN;Agente;3606;Agente/613;34;30;64;
1703607434.3829;26/12/2023;13:17:15;IN;Agente;2414;Agente/613;16;3;19;
1703607443.3832;26/12/2023;13:17:23;IN;Agente;3915;Agente/631;31;3;34;
1703607453.3834;26/12/2023;13:17:33;IN;Agente;3611;Agente/616;26;2;28;
1703607455.3836;26/12/2023;13:17:36;IN;Agente;4103;Agente/610;21;13;34;
1703607474.3839;26/12/2023;13:17:54;IN;Agente;2019;Agente/604;28;3;31;
1703607481.3841;26/12/2023;13:18:01;IN;Agente;0211;Agente/611;13;3;16;
1703607485.3843;26/12/2023;13:18:05;IN;Agente;4220;Agente/607;23;3;26;
1703607489.3845;26/12/2023;13:18:10;IN;Agente;1807;Agente/631;37;2;39;
1703607494.3847;26/12/2023;13:18:15;IN;Agente;1818;Agente/616;10;1;11;
1703607495.3849;26/12/2023;13:18:16;IN;Agente;2702;Agente/610;211;11;222;
1703607514.3851;26/12/2023;13:18:35;IN;Agente;3909;Agente/613;31;3;34;
1703607522.3853;26/12/2023;13:18:42;IN;Agente;3407;Agente/611;12;3;15;
1703607543.3855;26/12/2023;13:19:04;IN;Agente;3803;Agente/604;13;4;17;
1703607548.3857;26/12/2023;13:19:08;IN;Agente;1211;Agente/616;33;4;37;
1703607564.3859;26/12/2023;13:19:25;IN;Agente;2414;Agente/611;33;3;36;
1703607565.3860;26/12/2023;13:19:25;IN;Agente;1213;Agente/607;14;5;19;
1703607571.3863;26/12/2023;13:19:31;IN;Agente;2603;Agente/604;14;3;17;
1703607575.3865;26/12/2023;13:19:35;IN;Agente;4508;Agente/631;17;3;20;
1703607579.3867;26/12/2023;13:19:39;IN;Agente;3605;Agente/613;24;3;27;
1703607579.3868;26/12/2023;13:19:40;IN;Agente;3610;Agente/604;29;18;47;
1703607580.3870;26/12/2023;13:19:41;IN;Agente;1203;Agente/607;34;13;47;
1703607580.3871;26/12/2023;13:19:41;IN;Agente;0406;Agente/616;21;12;33;
1703607585.3872;26/12/2023;13:19:46;IN;Agente;4103;Agente/611;18;25;43;
1703607590.3873;26/12/2023;13:19:50;IN;Agente;1809;Agente/631;31;28;59;
1703607593.3876;26/12/2023;13:19:54;IN;Agente;0408;Agente/613;11;24;35;
1703607609.3879;26/12/2023;13:20:09;IN;Agente;2205;Agente/616;25;15;40;
1703607619.3882;26/12/2023;13:20:19;IN;Agente;3513;Agente/604;10;16;26;
1703607624.3884;26/12/2023;13:20:25;IN;Agente;2307;Agente/607;58;12;70;
1703607624.3885;26/12/2023;13:20:25;IN;Agente;1407;Agente/613;34;11;45;
1703607627.3886;26/12/2023;13:20:27;IN;Agente;4215;Agente/611;22;13;35;
1703607628.3887;26/12/2023;13:20:28;IN;Agente;0916;Agente/604;18;25;43;
1703607629.3888;26/12/2023;13:20:30;IN;Agente;4209;Agente/616;12;28;40;
1703607632.3889;26/12/2023;13:20:32;IN;Agente;0913;Agente/631;23;31;54;
1703607632.3890;26/12/2023;13:20:33;IN;Agente;1911;Agente/614;13;41;54;
1703607643.3895;26/12/2023;13:20:44;IN;Agente;4104;Agente/613;16;41;57;
1703607648.3896;26/12/2023;13:20:48;IN;Agente;4121;Agente/616;12;33;45;
1703607648.3897;26/12/2023;13:20:49;IN;Agente;0410;Agente/614;41;44;85;
1703607657.3900;26/12/2023;13:20:57;IN;Agente;1504;Agente/611;33;17;50;
1703607659.3901;26/12/2023;13:21:00;IN;Agente;3606;Agente/631;43;42;85;
