bilheteunico;calldate;hora;tipo;app;origem;destino;duracao;billsec;duracaototal;
1703583236.4;26/12/2023;06:33:56;IN;Agente;0021;Agente/611;17;3;20;
1703583325.6;26/12/2023;06:35:25;IN;Agente;4505;Agente/631;22;4;26;
1703583348.8;26/12/2023;06:35:48;IN;Agente;4516;Agente/607;27;5;32;
1703583373.10;26/12/2023;06:36:13;IN;Agente;4502;Agente/604;14;4;18;
1703583443.12;26/12/2023;06:37:24;IN;Agente;4508;Agente/611;28;3;31;
1703583483.14;26/12/2023;06:38:03;IN;Agente;4512;Agente/631;22;3;25;
1703583518.16;26/12/2023;06:38:39;IN;Agente;4514;Agente/607;27;4;31;
1703583691.18;26/12/2023;06:41:32;IN;Agente;4506;Agente/604;16;3;19;
1703583702.20;26/12/2023;06:41:42;IN;Agente;1812;Agente/611;64;3;67;
1703583750.22;26/12/2023;06:42:31;IN;Agente;4518;Agente/631;19;3;22;
1703583754.24;26/12/2023;06:42:34;IN;Agente;4513;Agente/607;16;4;20;
1703583786.26;26/12/2023;06:43:07;IN;Agente;4503;Agente/604;16;2;18;
1703583797.28;26/12/2023;06:43:17;IN;Agente;4507;Agente/611;18;4;22;
1703583807.30;26/12/2023;06:43:28;IN;Agente;4510;Agente/631;16;3;19;
1703583808.31;26/12/2023;06:43:28;IN;Agente;0014;Agente/607;15;3;18;
1703583823.34;26/12/2023;06:43:44;IN;Agente;0009;Agente/604;14;3;17;
1703583834.36;26/12/2023;06:43:55;IN;Agente;0415;Agente/607;17;2;19;
1703583905.38;26/12/2023;06:45:06;IN;Agente;2310;Agente/611;19;4;23;
1703583919.40;26/12/2023;06:45:20;IN;Agente;4414;Agente/631;19;3;22;
1703583948.42;26/12/2023;06:45:49;IN;Agente;4215;Agente/604;17;2;19;
1703583969.44;26/12/2023;06:46:09;IN;Agente;0019;Agente/607;13;3;16;
1703583985.46;26/12/2023;06:46:26;IN;Agente;0004;Agente/611;27;6;33;
1703584026.48;26/12/2023;06:47:06;IN;Agente;0403;Agente/631;17;3;20;
1703584066.50;26/12/2023;06:47:46;IN;Agente;4201;Agente/604;16;4;20;
1703584096.52;26/12/2023;06:48:16;IN;Agente;1508;Agente/607;27;3;30;
1703584131.54;26/12/2023;06:48:52;IN;Agente;4211;Agente/611;27;2;29;
1703584150.56;26/12/2023;06:49:11;IN;Agente;2307;Agente/631;34;2;36;
1703584176.58;26/12/2023;06:49:37;IN;Agente;4211;Agente/604;36;2;38;
1703584186.60;26/12/2023;06:49:47;IN;Agente;0017;Agente/607;13;3;16;
1703584216.62;26/12/2023;06:50:17;IN;Agente;0419;Agente/611;16;3;19;
1703584271.64;26/12/2023;06:51:11;IN;Agente;0405;Agente/631;14;4;18;
1703584306.66;26/12/2023;06:51:47;IN;Agente;4109;Agente/607;26;3;29;
1703584308.68;26/12/2023;06:51:48;IN;Agente;4507;Agente/604;11;4;15;
1703584309.70;26/12/2023;06:51:50;IN;Agente;0214;Agente/611;21;3;24;
1703584340.72;26/12/2023;06:52:21;IN;Agente;4218;Agente/631;22;2;24;
1703584340.73;26/12/2023;06:52:21;IN;Agente;0919;Agente/604;16;3;19;
1703584343.76;26/12/2023;06:52:24;IN;Agente;0921;Agente/611;23;2;25;
1703584394.78;26/12/2023;06:53:14;IN;Agente;2414;Agente/607;31;4;35;
1703584394.79;26/12/2023;06:53:14;IN;Agente;0903;Agente/604;16;3;19;
1703584410.82;26/12/2023;06:53:30;IN;Agente;0408;Agente/631;18;3;21;
1703584421.84;26/12/2023;06:53:41;IN;Agente;4412;Agente/611;30;3;33;
1703584444.86;26/12/2023;06:54:04;IN;Agente;2016;Agente/604;38;3;41;
1703584460.88;26/12/2023;06:54:21;IN;Agente;0207;Agente/607;30;4;34;
1703584477.90;26/12/2023;06:54:38;IN;Agente;0212;Agente/631;19;3;22;
1703584478.92;26/12/2023;06:54:39;IN;Agente;2117;Agente/611;26;3;29;
1703584502.94;26/12/2023;06:55:03;IN;Agente;0203;Agente/604;12;3;15;
1703584503.95;26/12/2023;06:55:03;IN;Agente;0209;Agente/607;18;4;22;
1703584510.98;26/12/2023;06:55:10;IN;Agente;2114;Agente/631;17;3;20;
1703584517.100;26/12/2023;06:55:18;IN;Agente;0216;Agente/611;18;11;29;
1703584544.102;26/12/2023;06:55:45;IN;Agente;2010;Agente/604;9;3;12;
1703584555.104;26/12/2023;06:55:55;IN;Agente;4115;Agente/607;22;16;38;
1703584570.107;26/12/2023;06:56:11;IN;Agente;2708;Agente/631;12;2;14;
1703584571.109;26/12/2023;06:56:11;IN;Agente;1901;Agente/611;22;3;25;
1703584572.111;26/12/2023;06:56:12;IN;Agente;2111;Agente/604;18;2;20;
1703584573.113;26/12/2023;06:56:14;IN;Agente;1014;Agente/631;32;26;58;
1703584575.114;26/12/2023;06:56:16;IN;Agente;3601;Agente/604;23;25;48;
1703584586.115;26/12/2023;06:56:26;IN;Agente;3607;Agente/607;30;17;47;
1703584588.116;26/12/2023;06:56:30;IN;Agente;2602;Agente/611;27;26;53;
1703584591.117;26/12/2023;06:56:31;IN;Agente;3518;Agente/604;23;41;64;
1703584592.118;26/12/2023;06:56:33;IN;Agente;1903;Agente/631;22;54;76;
1703584592.119;26/12/2023;06:56:34;IN;Agente;2205;Agente/607;12;54;66;
1703584595.120;26/12/2023;06:56:37;IN;Agente;3605;Agente/604;18;70;88;
1703584606.124;26/12/2023;06:56:46;IN;Agente;1415;Agente/611;27;60;87;
1703584609.125;26/12/2023;06:56:50;IN;Agente;2203;Agente/607;13;69;82;
1703584611.126;26/12/2023;06:56:51;IN;Agente;3611;Agente/631;21;70;91;
1703584614.128;26/12/2023;06:56:55;IN;Agente;2607;Agente/604;15;77;92;
1703584621.129;26/12/2023;06:57:02;IN;Agente;2702;Agente/607;34;84;118;
1703584627.130;26/12/2023;06:57:07;IN;Agente;1206;Agente/604;14;86;100;
1703584627.131;26/12/2023;06:57:08;IN;Agente;4103;Agente/631;15;88;103;
1703584630.133;26/12/2023;06:57:11;IN;Agente;2006;Agente/604;12;103;115;
1703584631.134;26/12/2023;06:57:11;IN;Agente;2705;Agente/631;20;106;126;
1703584637.135;26/12/2023;06:57:17;IN;QUE;2404;VILLE-900;0;1;1;
1703584638.136;26/12/2023;06:57:19;IN;Agente;3601;Agente/607;12;114;126;
1703584648.139;26/12/2023;06:57:29;IN;Agente;2404;Agente/604;12;105;117;
1703584650.140;26/12/2023;06:57:31;IN;Agente;3609;Agente/614;24;114;138;
1703584651.141;26/12/2023;06:57:31;IN;Agente;2019;Agente/631;32;116;148;
1703584664.143;26/12/2023;06:57:44;IN;Agente;2407;Agente/604;16;114;130;
1703584672.145;26/12/2023;06:57:53;IN;Agente;0001;Agente/607;16;100;116;
1703584682.148;26/12/2023;06:58:02;IN;Agente;4406;Agente/611;20;100;120;
1703584683.149;26/12/2023;06:58:03;IN;Agente;0901;Agente/614;28;116;144;
1703584689.150;26/12/2023;06:58:09;IN;Agente;2410;Agente/604;26;116;142;
1703584695.152;26/12/2023;06:58:15;IN;Agente;1801;Agente/611;57;19;76;
1703584696.153;26/12/2023;06:58:17;IN;Agente;0203;Agente/607;16;105;121;
1703584700.154;26/12/2023;06:58:21;IN;Agente;3401;Agente/611;39;115;154;
1703584705.156;26/12/2023;06:58:26;IN;Agente;2712;Agente/631;15;106;121;
1703584709.157;26/12/2023;06:58:30;IN;Agente;2010;Agente/607;23;115;138;
1703584718.161;26/12/2023;06:58:38;IN;Agente;1410;Agente/614;81;117;198;
1703584724.162;26/12/2023;06:58:44;IN;Agente;2613;Agente/631;19;116;135;
1703584724.163;26/12/2023;06:58:45;IN;Agente;1107;Agente/604;16;115;131;
1703584726.164;26/12/2023;06:58:47;IN;Agente;1417;Agente/607;30;134;164;
1703584734.166;26/12/2023;06:58:54;IN;Agente;3520;Agente/604;16;137;153;
1703584738.168;26/12/2023;06:58:58;IN;Agente;3514;Agente/631;17;131;148;
1703584753.172;26/12/2023;06:59:13;IN;Agente;2004;Agente/611;29;121;150;
1703584756.173;26/12/2023;06:59:17;IN;Agente;3506;Agente/631;17;144;161;
1703584762.174;26/12/2023;06:59:23;IN;Agente;2208;Agente/607;20;146;166;
1703584774.178;26/12/2023;06:59:34;IN;Agente;2708;Agente/611;113;145;258;
1703584783.181;26/12/2023;06:59:43;IN;Agente;2014;Agente/604;13;136;149;
1703584794.182;26/12/2023;06:59:55;IN;Agente;3413;Agente/614;29;131;160;
1703584804.186;26/12/2023;07:00:04;IN;Agente;1103;Agente/631;16;130;146;
1703584805.187;26/12/2023;07:00:06;IN;Agente;1404;Agente/607;23;133;156;
1703584808.188;26/12/2023;07:00:08;IN;Agente;2404;Agente/604;10;131;141;
1703584817.191;26/12/2023;07:00:17;IN;Agente;3910;Agente/631;88;145;233;
1703584817.192;26/12/2023;07:00:17;IN;Agente;4119;Agente/614;15;146;161;
1703584830.194;26/12/2023;07:00:31;IN;Agente;1011;Agente/604;46;129;175;
1703584835.196;26/12/2023;07:00:36;IN;Agente;2806;Agente/607;24;137;161;
1703584837.197;26/12/2023;07:00:37;IN;Agente;3821;Agente/614;15;144;159;
1703584845.200;26/12/2023;07:00:45;IN;Agente;3811;Agente/614;18;161;179;
1703584851.201;26/12/2023;07:00:52;IN;Agente;0905;Agente/607;22;159;181;
1703584855.202;26/12/2023;07:00:55;IN;Agente;2809;Agente/604;21;161;182;
1703584856.203;26/12/2023;07:00:57;IN;Agente;3613;Agente/614;17;174;191;
1703584866.206;26/12/2023;07:01:07;IN;Agente;3804;Agente/607;22;174;196;
1703584867.207;26/12/2023;07:01:08;IN;Agente;1211;Agente/604;12;176;188;
1703584869.210;26/12/2023;07:01:09;IN;Agente;4122;Agente/614;14;190;204;
1703584873.212;26/12/2023;07:01:14;IN;Agente;4009;Agente/604;14;190;204;
1703584882.213;26/12/2023;07:01:24;IN;Agente;4001;Agente/604;10;14;24;
1703584898.215;26/12/2023;07:01:39;IN;Agente;0001;Agente/631;18;164;182;
1703584908.218;26/12/2023;07:01:48;IN;Agente;2215;Agente/607;23;166;189;
1703584908.219;26/12/2023;07:01:48;IN;Agente;2801;Agente/614;16;176;192;
1703584909.220;26/12/2023;07:01:49;IN;Agente;4007;Agente/631;14;180;194;
1703584917.221;26/12/2023;07:01:57;IN;Agente;4001;Agente/611;19;177;196;
1703584924.225;26/12/2023;07:02:05;IN;Agente;0914;Agente/604;18;177;195;
1703584946.229;26/12/2023;07:02:27;IN;Agente;3802;Agente/607;22;160;182;
1703584948.230;26/12/2023;07:02:28;IN;Agente;4020;Agente/614;15;159;174;
1703584952.231;26/12/2023;07:02:33;IN;Agente;3805;Agente/631;21;160;181;
1703584956.232;26/12/2023;07:02:37;IN;Agente;3702;Agente/611;19;164;183;
1703584965.236;26/12/2023;07:02:46;IN;Agente;4221;Agente/604;11;160;171;
1703584969.237;26/12/2023;07:02:49;IN;Agente;3419;Agente/614;21;164;185;
1703584980.239;26/12/2023;07:03:00;IN;Agente;2302;Agente/607;13;161;174;
1703585001.241;26/12/2023;07:03:21;IN;Agente;1221;Agente/631;16;146;162;
1703585004.243;26/12/2023;07:03:25;IN;Agente;1506;Agente/604;14;144;158;
1703585006.244;26/12/2023;07:03:26;IN;Agente;1403;Agente/611;18;147;165;
1703585010.246;26/12/2023;07:03:31;IN;Agente;4014;Agente/604;11;74;85;
1703585021.248;26/12/2023;07:03:42;IN;Agente;3917;Agente/614;17;144;161;
1703585023.249;26/12/2023;07:03:44;IN;Agente;3902;Agente/607;28;145;173;
1703585040.251;26/12/2023;07:04:01;IN;Agente;1214;Agente/631;19;130;149;
1703585058.254;26/12/2023;07:04:18;IN;Agente;2014;Agente/604;8;116;124;
1703585062.257;26/12/2023;07:04:23;IN;Agente;3516;Agente/611;22;119;141;
1703585072.259;26/12/2023;07:04:32;IN;Agente;2105;Agente/614;68;117;185;
1703585077.261;26/12/2023;07:04:38;IN;Agente;3709;Agente/604;11;115;126;
1703585099.266;26/12/2023;07:04:59;IN;Agente;1911;Agente/631;17;101;118;
1703585114.271;26/12/2023;07:05:14;IN;Agente;4018;Agente/607;15;100;115;
1703585128.274;26/12/2023;07:05:29;IN;QUE;3505;VILLE-901;0;0;0;
1703585131.275;26/12/2023;07:05:31;IN;Agente;3505;Agente/631;19;99;118;
1703585149.280;26/12/2023;07:05:49;IN;Agente;1502;Agente/604;15;71;86;
1703585159.282;26/12/2023;07:05:59;IN;Agente;2114;Agente/611;15;71;86;
1703585170.286;26/12/2023;07:06:11;IN;Agente;2417;Agente/607;23;69;92;
1703585172.287;26/12/2023;07:06:12;IN;Agente;3413;Agente/604;6;75;81;
1703585175.289;26/12/2023;07:06:16;IN;Agente;4022;Agente/611;21;85;106;
1703585192.293;26/12/2023;07:06:33;IN;Agente;0408;Agente/607;17;85;102;
1703585207.295;26/12/2023;07:06:48;IN;Agente;3814;Agente/604;14;55;69;
1703585219.299;26/12/2023;07:06:59;IN;Agente;3502;Agente/631;62;42;104;
1703585221.300;26/12/2023;07:07:01;IN;Agente;3509;Agente/604;24;69;93;
1703585258.305;26/12/2023;07:07:39;IN;Agente;3808;Agente/611;34;42;76;
1703585267.310;26/12/2023;07:07:48;IN;Agente;2105;Agente/607;58;41;99;
1703585283.312;26/12/2023;07:08:04;IN;Agente;4404;Agente/604;13;40;53;
1703585302.315;26/12/2023;07:08:23;IN;Agente;4416;Agente/631;20;30;50;
1703585310.317;26/12/2023;07:08:30;IN;Agente;3512;Agente/604;70;41;111;
1703585321.318;26/12/2023;07:08:42;IN;Agente;3905;Agente/611;20;33;53;
1703585326.320;26/12/2023;07:08:47;IN;Agente;0411;Agente/631;34;40;74;
1703585327.321;26/12/2023;07:08:47;IN;Agente;1510;Agente/607;24;55;79;
1703585358.325;26/12/2023;07:09:18;IN;Agente;2302;Agente/611;20;42;62;
1703585402.329;26/12/2023;07:10:02;IN;Agente;2104;Agente/631;15;11;26;
1703585404.330;26/12/2023;07:10:05;IN;Agente;2109;Agente/607;19;16;35;
1703585407.331;26/12/2023;07:10:08;IN;Agente;3819;Agente/604;19;25;44;
1703585418.334;26/12/2023;07:10:18;IN;Agente;2204;Agente/611;20;26;46;
1703585434.336;26/12/2023;07:10:35;IN;Agente;1103;Agente/631;12;10;22;
1703585467.340;26/12/2023;07:11:07;IN;Agente;2307;Agente/613;45;3;48;
1703585541.342;26/12/2023;07:12:21;IN;Agente;2607;Agente/607;63;3;66;
1703585579.344;26/12/2023;07:13:00;IN;Agente;1801;Agente/604;11;5;16;
1703585676.346;26/12/2023;07:14:36;IN;Agente;0212;Agente/631;20;4;24;
1703585759.348;26/12/2023;07:15:59;IN;Agente;1112;Agente/611;23;3;26;
1703585807.350;26/12/2023;07:16:47;IN;QUE;1015;VILLE-901;0;3;3;
1703585811.352;26/12/2023;07:16:51;IN;Agente;1015;Agente/613;27;3;30;
1703585817.354;26/12/2023;07:16:57;IN;Agente;1006;Agente/607;21;5;26;
1703585834.356;26/12/2023;07:17:15;IN;Agente;2708;Agente/631;38;4;42;
1703585906.358;26/12/2023;07:18:27;IN;QUE;2708;VILLE-900;0;0;0;
1703585910.360;26/12/2023;07:18:30;IN;Agente;2708;Agente/611;52;3;55;
1703585936.362;26/12/2023;07:18:56;IN;Agente;1010;Agente/613;40;3;43;
1703585981.364;26/12/2023;07:19:41;IN;Agente;2317;Agente/631;19;3;22;
1703586031.366;26/12/2023;07:20:31;IN;Agente;4507;Agente/613;30;4;34;
1703586041.368;26/12/2023;07:20:42;IN;Agente;4211;Agente/631;13;3;16;
1703586046.370;26/12/2023;07:20:46;IN;Agente;4103;Agente/631;12;26;38;
1703586068.371;26/12/2023;07:21:09;IN;Agente;1011;Agente/613;21;15;36;
1703586080.373;26/12/2023;07:21:22;IN;Agente;4122;Agente/631;13;10;23;
1703586081.374;26/12/2023;07:21:23;IN;Agente;4507;Agente/631;9;31;40;
1703586130.379;26/12/2023;07:22:11;IN;Agente;3413;Agente/631;33;16;49;
1703586143.381;26/12/2023;07:22:23;IN;Agente;2407;Agente/613;21;3;24;
1703586164.384;26/12/2023;07:22:44;IN;Agente;1813;Agente/613;40;25;65;
1703586227.386;26/12/2023;07:23:47;IN;Agente;4119;Agente/631;11;3;14;
1703586255.388;26/12/2023;07:24:15;IN;Agente;1812;Agente/613;13;2;15;
1703586255.389;26/12/2023;07:24:15;IN;Agente;0411;Agente/631;12;3;15;
1703586277.392;26/12/2023;07:24:37;IN;Agente;0423;Agente/613;20;11;31;
1703586340.394;26/12/2023;07:25:40;IN;Agente;2010;Agente/631;22;3;25;
1703586369.396;26/12/2023;07:26:10;IN;Agente;0011;Agente/613;21;4;25;
1703586400.398;26/12/2023;07:26:40;IN;Agente;3702;Agente/631;52;4;56;
1703586415.400;26/12/2023;07:26:55;IN;Agente;2019;Agente/613;21;3;24;
1703586491.402;26/12/2023;07:28:12;IN;Agente;4115;Agente/613;22;4;26;
1703586531.404;26/12/2023;07:28:52;IN;Agente;2114;Agente/631;11;4;15;
1703586539.406;26/12/2023;07:28:59;IN;Agente;4119;Agente/613;42;3;45;
1703586539.407;26/12/2023;07:29:00;IN;Agente;2709;Agente/631;17;14;31;
1703586608.410;26/12/2023;07:30:09;IN;Agente;4512;Agente/631;10;3;13;
1703586618.412;26/12/2023;07:30:19;IN;Agente;3413;Agente/613;22;3;25;
1703586649.414;26/12/2023;07:30:50;IN;Agente;4103;Agente/631;14;3;17;
1703586651.416;26/12/2023;07:30:51;IN;Agente;4119;Agente/613;12;11;23;
1703586713.418;26/12/2023;07:31:53;IN;Agente;1506;Agente/631;14;4;18;
1703586715.420;26/12/2023;07:31:56;IN;Agente;0402;Agente/613;19;4;23;
1703586763.422;26/12/2023;07:32:43;IN;Agente;4003;Agente/631;18;4;22;
1703586775.424;26/12/2023;07:32:55;IN;Agente;1216;Agente/613;25;3;28;
1703586801.426;26/12/2023;07:33:22;IN;Agente;4211;Agente/631;8;3;11;
1703586802.428;26/12/2023;07:33:23;IN;Agente;1809;Agente/613;24;13;37;
1703586850.430;26/12/2023;07:34:10;IN;Agente;1809;Agente/613;37;72;109;
1703586856.431;26/12/2023;07:34:17;IN;Agente;3709;Agente/613;30;3;33;
1703586876.433;26/12/2023;07:34:36;IN;Agente;1202;Agente/631;20;3;23;
1703586891.435;26/12/2023;07:34:52;IN;Agente;2809;Agente/613;13;9;22;
1703586902.437;26/12/2023;07:35:02;IN;Agente;1220;Agente/631;24;17;41;
1703586935.440;26/12/2023;07:35:35;IN;Agente;1212;Agente/631;21;30;51;
1703586950.442;26/12/2023;07:35:50;IN;Agente;3506;Agente/613;12;25;37;
1703586954.443;26/12/2023;07:35:54;IN;Agente;2402;Agente/631;15;43;58;
1703586977.447;26/12/2023;07:36:17;IN;Agente;0408;Agente/613;19;25;44;
1703587038.450;26/12/2023;07:37:19;IN;Agente;2114;Agente/604;12;2;14;
1703587052.452;26/12/2023;07:37:33;IN;Agente;0413;Agente/631;25;3;28;
1703587113.454;26/12/2023;07:38:34;IN;Agente;0408;Agente/604;13;2;15;
1703587132.456;26/12/2023;07:38:53;IN;Agente;1014;Agente/611;19;3;22;
1703587166.458;26/12/2023;07:39:26;IN;Agente;4014;Agente/604;11;3;14;
1703587244.460;26/12/2023;07:40:45;IN;Agente;4211;Agente/607;10;3;13;
1703587259.462;26/12/2023;07:41:00;IN;Agente;1103;Agente/611;11;3;14;
1703587279.464;26/12/2023;07:41:19;IN;Agente;3917;Agente/604;10;4;14;
1703587311.466;26/12/2023;07:41:51;IN;Agente;2111;Agente/607;21;3;24;
1703587314.468;26/12/2023;07:41:55;IN;Agente;0417;Agente/611;20;4;24;
1703587337.470;26/12/2023;07:42:18;IN;Agente;2302;Agente/604;9;3;12;
1703587371.472;26/12/2023;07:42:51;IN;Agente;4414;Agente/607;15;4;19;
1703587393.474;26/12/2023;07:43:13;IN;Agente;0212;Agente/611;20;3;23;
1703587475.476;26/12/2023;07:44:36;IN;Agente;1103;Agente/604;9;3;12;
1703587484.478;26/12/2023;07:44:45;IN;Agente;1208;Agente/607;20;2;22;
1703587543.480;26/12/2023;07:45:44;IN;Agente;0424;Agente/611;22;2;24;
1703587580.482;26/12/2023;07:46:21;IN;Agente;4404;Agente/604;14;4;18;
1703587588.484;26/12/2023;07:46:30;IN;Agente;1010;Agente/607;23;2;25;
1703587625.486;26/12/2023;07:47:06;IN;Agente;3413;Agente/611;18;4;22;
1703587727.488;26/12/2023;07:48:47;IN;Agente;0011;Agente/611;43;4;47;
1703587841.490;26/12/2023;07:50:41;IN;Agente;0004;Agente/604;14;4;18;
1703587854.492;26/12/2023;07:50:54;IN;Agente;4014;Agente/607;13;3;16;
1703587927.494;26/12/2023;07:52:08;IN;Agente;0420;Agente/611;18;3;21;
1703587964.496;26/12/2023;07:52:45;IN;Agente;2006;Agente/604;14;2;16;
1703587991.498;26/12/2023;07:53:11;IN;Agente;4018;Agente/607;11;4;15;
1703588054.500;26/12/2023;07:54:15;IN;Agente;2404;Agente/611;16;3;19;
1703588081.502;26/12/2023;07:54:42;IN;Agente;1801;Agente/604;14;2;16;
1703588109.504;26/12/2023;07:55:09;IN;Agente;0218;Agente/607;20;6;26;
1703588173.506;26/12/2023;07:56:13;IN;Agente;3910;Agente/611;20;3;23;
1703588219.508;26/12/2023;07:56:59;IN;Agente;3419;Agente/604;18;3;21;
1703588233.510;26/12/2023;07:57:13;IN;Agente;0416;Agente/607;17;3;20;
1703588312.512;26/12/2023;07:58:32;IN;Agente;3413;Agente/611;18;3;21;
1703588318.514;26/12/2023;07:58:39;IN;Agente;2316;Agente/604;13;2;15;
1703588319.515;26/12/2023;07:58:39;IN;Agente;0208;Agente/607;23;5;28;
1703588337.518;26/12/2023;07:58:58;IN;Agente;3702;Agente/631;8;2;10;
1703588353.520;26/12/2023;07:59:13;IN;Agente;0216;Agente/611;16;3;19;
1703588385.522;26/12/2023;07:59:45;IN;Agente;0014;Agente/613;39;3;42;
1703588403.524;26/12/2023;08:00:03;IN;Agente;0205;Agente/607;19;4;23;
1703588414.526;26/12/2023;08:00:15;IN;Agente;4022;Agente/631;11;2;13;
1703588415.527;26/12/2023;08:00:15;IN;Agente;3811;Agente/611;19;4;23;
1703588416.530;26/12/2023;08:00:17;IN;Agente;2208;Agente/607;19;26;45;
1703588468.532;26/12/2023;08:01:08;IN;Agente;3101;Agente/613;20;4;24;
1703588520.534;26/12/2023;08:02:00;IN;Agente;0422;Agente/631;19;4;23;
1703588542.536;26/12/2023;08:02:23;IN;Agente;2117;Agente/611;20;5;25;
1703588591.538;26/12/2023;08:03:11;IN;Agente;1818;Agente/607;22;5;27;
1703588616.540;26/12/2023;08:03:37;IN;Agente;1006;Agente/613;39;3;42;
1703588619.542;26/12/2023;08:03:40;IN;Agente;3611;Agente/631;11;4;15;
1703588630.544;26/12/2023;08:03:51;IN;Agente;2404;Agente/611;14;4;18;
1703588664.546;26/12/2023;08:04:25;IN;Agente;2414;Agente/607;25;15;40;
1703588681.549;26/12/2023;08:04:41;IN;Agente;1508;Agente/631;13;3;16;
1703588688.551;26/12/2023;08:04:49;IN;Agente;3609;Agente/611;15;4;19;
1703588694.553;26/12/2023;08:04:55;IN;Agente;2201;Agente/613;32;3;35;
1703588732.556;26/12/2023;08:05:32;IN;Agente;2114;Agente/632;25;4;29;
1703588753.558;26/12/2023;08:05:54;IN;Agente;4512;Agente/631;9;2;11;
1703588804.561;26/12/2023;08:06:45;IN;Agente;2407;Agente/601;21;2;23;
1703588836.563;26/12/2023;08:07:16;INTERNO;SIP;9957;2711;25;0;25;
1703588925.565;26/12/2023;08:08:47;INTERNO;SIP;VILLE-9960;VILLE-0408;14;11;25;
1703588931.567;26/12/2023;08:08:51;IN;Agente;2111;Agente/607;19;3;22;
1703588985.569;26/12/2023;08:09:45;IN;Agente;1806;Agente/611;30;3;33;
1703588991.571;26/12/2023;08:09:51;IN;Agente;2607;Agente/613;68;3;71;
1703588998.573;26/12/2023;08:09:58;IN;Agente;9802;Agente/632;31;4;35;
1703589017.575;26/12/2023;08:10:18;IN;Agente;4119;Agente/631;10;3;13;
1703589018.577;26/12/2023;08:10:19;IN;Agente;1803;Agente/607;33;3;36;
1703589036.579;26/12/2023;08:10:36;IN;Agente;1410;Agente/611;21;16;37;
1703589065.582;26/12/2023;08:11:06;IN;Agente;3506;Agente/604;12;2;14;
1703589130.584;26/12/2023;08:12:10;IN;Agente;1006;Agente/631;10;4;14;
1703589171.586;26/12/2023;08:12:51;IN;Agente;3609;Agente/632;22;4;26;
1703589222.588;26/12/2023;08:13:43;IN;Agente;4508;Agente/607;11;15;26;
1703589304.591;26/12/2023;08:15:04;IN;Agente;0901;Agente/613;14;3;17;
1703589308.593;26/12/2023;08:15:08;IN;Agente;3506;Agente/611;38;3;41;
1703589353.595;26/12/2023;08:15:54;IN;Agente;3301;Agente/604;22;2;24;
1703589399.597;26/12/2023;08:16:39;IN;Agente;1107;Agente/631;12;4;16;
1703589401.599;26/12/2023;08:16:41;IN;Agente;4103;Agente/632;22;3;25;
1703589432.601;26/12/2023;08:17:12;IN;Agente;1216;Agente/607;14;2;16;
1703589445.603;26/12/2023;08:17:25;IN;Agente;2307;Agente/613;36;5;41;
1703589452.605;26/12/2023;08:17:32;IN;Agente;3821;Agente/611;27;4;31;
1703589480.607;26/12/2023;08:18:00;IN;Agente;1415;Agente/604;37;2;39;
1703589514.609;26/12/2023;08:18:34;IN;QUE;4510;VILLE-900;0;1;1;
1703589523.611;26/12/2023;08:18:43;IN;Agente;4115;Agente/631;11;3;14;
1703589528.613;26/12/2023;08:18:49;IN;Agente;1410;Agente/632;23;5;28;
1703589604.615;26/12/2023;08:20:04;IN;Agente;3707;Agente/611;18;3;21;
1703589605.617;26/12/2023;08:20:05;IN;Agente;3514;Agente/613;21;4;25;
1703589636.619;26/12/2023;08:20:37;IN;Agente;1107;Agente/604;21;3;24;
1703589645.621;26/12/2023;08:20:45;IN;Agente;3413;Agente/631;13;3;16;
1703589655.623;26/12/2023;08:20:56;IN;Agente;3419;Agente/632;24;16;40;
1703589742.627;26/12/2023;08:22:22;IN;Agente;2414;Agente/611;13;3;16;
1703589743.629;26/12/2023;08:22:24;IN;Agente;1410;Agente/613;15;2;17;
1703589792.631;26/12/2023;08:23:12;IN;QUE;4513;VILLE-901;0;3;3;
1703589824.633;26/12/2023;08:23:44;IN;Agente;2302;Agente/631;11;4;15;
1703589834.635;26/12/2023;08:23:54;IN;Agente;1212;Agente/604;14;4;18;
1703589835.636;26/12/2023;08:23:55;IN;Agente;3419;Agente/632;18;4;22;
1703589859.639;26/12/2023;08:24:20;IN;Agente;1417;Agente/611;18;4;22;
1703589902.641;26/12/2023;08:25:03;IN;Agente;4119;Agente/613;14;2;16;
1703589940.643;26/12/2023;08:25:41;IN;Agente;1906;Agente/631;19;3;22;
1703590000.645;26/12/2023;08:26:41;IN;Agente;0412;Agente/604;18;4;22;
1703590036.647;26/12/2023;08:27:17;IN;Agente;4103;Agente/632;46;3;49;
1703590098.649;26/12/2023;08:28:19;IN;Agente;2801;Agente/611;31;4;35;
1703590116.651;26/12/2023;08:28:37;IN;Agente;3607;Agente/613;32;2;34;
1703590128.653;26/12/2023;08:28:48;IN;Agente;0403;Agente/631;19;4;23;
1703590157.655;26/12/2023;08:29:17;IN;Agente;4109;Agente/604;16;2;18;
1703590169.657;26/12/2023;08:29:29;IN;Agente;3516;Agente/632;41;5;46;
1703590188.659;26/12/2023;08:29:48;IN;Agente;1506;Agente/611;25;3;28;
1703590199.661;26/12/2023;08:29:59;IN;Agente;0903;Agente/613;47;3;50;
1703590204.663;26/12/2023;08:30:04;IN;Agente;1204;Agente/631;17;4;21;
1703590310.665;26/12/2023;08:31:51;IN;Agente;0209;Agente/604;14;2;16;
